# Test positions for CJAM code
# stars: 1000
# Laura L Watkins [lauralwatkins@gmail.com] - MPIA, 2013/05/25
# -----------------------------------------------------------------------------
#   bytes    format   units     label    explanation
# -----------------------------------------------------------------------------
#    1-10    f10.4    arcsec    x'       projected major axis coordinate
#   15-24    f10.4    arcsec    y'       projected minor axis coordinate
# -----------------------------------------------------------------------------
 -104.9826    -1481.3196
  866.2375     1046.4767
  456.3583    -1513.8584
 1112.9974     -731.2804
  708.0613    -1719.0680
   40.7221     1219.5754
 1213.4062      932.0818
 1049.2114     1683.1214
-1070.6518     1132.6920
-1354.2344     1178.0032
-1035.8579     1061.9661
 1696.4638     1424.9276
-1770.7547     1707.7391
  611.1342     -981.5994
-1382.9460      950.4967
  569.1293     -788.9929
  218.8960      975.3384
  874.3580    -1272.4137
  829.7303      121.6763
 -437.3633      205.1455
 1244.0173     -362.3570
 -744.6786     -622.7376
  823.9336     1699.1285
 -530.9273      765.7781
 1085.5440     1433.1010
  592.7004    -1443.8187
  708.2124     1165.7764
 -423.7399      757.1567
-1392.1857     -798.9425
 -936.5044      735.9931
   15.7490     1620.8675
-1108.0009      198.9295
-1008.7859      943.6724
-1681.3402      821.1031
 -742.6945     1006.5583
-1375.3947     -829.2633
  696.5478     -403.4307
-1621.4541     -630.4233
 1488.1324     -548.7442
-1484.3319    -1149.6852
  -24.7046    -1307.3382
-1174.6745      423.2285
-1338.9941    -1366.8909
 -497.8293        9.0115
 1761.8608     -883.4695
  669.0684     -614.4749
  653.6551     -426.3964
-1299.7043     1325.4863
 -551.9819      370.2393
  -12.7994     1560.0622
  776.1639      347.0548
  888.4337    -1084.5369
 -989.5215    -1052.4710
-1233.2758    -1643.4231
-1373.7566     -505.5261
 -869.7819     -898.8227
-1601.2299      491.9884
-1400.5129    -1520.6871
-1576.0764     1457.0616
-1309.2465     1478.4965
 -868.5298      272.9119
-1692.8517    -1582.3738
 -203.0893     -249.5434
  189.7107     -170.1828
 1796.5748    -1626.2696
 -700.1011      885.1187
-1701.7388     -691.5067
  711.8226     -885.0316
-1583.0547      927.1957
 1137.5632     -427.0394
  239.0553     -164.0084
 1717.3521      -18.0161
 -800.5594    -1779.5082
-1669.2519     1472.8461
  905.5318     -819.5212
 -602.4608     -359.4019
 1089.4318      737.0555
  577.6521      246.1734
 -382.4425    -1798.6941
 1066.9719    -1685.2557
